fips,age,race,sex,ethnicity,counts
6,71,b,Female,nh,17
6,72,b,Female,nh,1
6,73,b,Female,nh,10
6,74,b,Female,nh,6
6,75,b,Female,nh,2
6,76,b,Female,nh,7
6,77,b,Female,nh,11
6,78,b,Female,nh,8
6,79,b,Female,nh,9
6,80,b,Female,nh,16
6,81,b,Female,nh,5
6,82,b,Female,nh,8
6,83,b,Female,nh,2
6,84,b,Female,nh,4
6,85,b,Female,nh,18
6,86,b,Female,nh,11
6,87,b,Female,nh,9
6,88,b,Female,nh,21
6,89,b,Female,nh,2
6,90,b,Female,nh,7
6,91,b,Female,nh,5
6,92,b,Female,nh,0
6,93,b,Female,nh,9
6,94,b,Female,nh,8
6,95,b,Female,nh,9
6,96,b,Female,nh,3
6,97,b,Female,nh,11
6,98,b,Female,nh,9
6,99,b,Female,nh,4
6,100,b,Female,nh,7
6,105,b,Female,nh,2
6,110,b,Female,nh,8
6,0,b,Male,nh,5
6,1,b,Male,nh,4
6,2,b,Male,nh,1
6,3,b,Male,nh,0
6,4,b,Male,nh,12
6,5,b,Male,nh,14
6,6,b,Male,nh,13
6,7,b,Male,nh,2
6,8,b,Male,nh,4
6,9,b,Male,nh,20
6,10,b,Male,nh,14
6,11,b,Male,nh,4
6,12,b,Male,nh,2
6,13,b,Male,nh,16
6,14,b,Male,nh,14
6,15,b,Male,nh,9
6,16,b,Male,nh,13
6,17,b,Male,nh,4
6,18,b,Male,nh,3
6,19,b,Male,nh,20
6,20,b,Male,nh,6
6,21,b,Male,nh,9
6,22,b,Male,nh,3
6,23,b,Male,nh,5
6,24,b,Male,nh,6
6,25,b,Male,nh,8
6,26,b,Male,nh,2
6,27,b,Male,nh,20
6,28,b,Male,nh,7
6,29,b,Male,nh,7
6,30,b,Male,nh,11
6,31,b,Male,nh,24
6,32,b,Male,nh,2
6,33,b,Male,nh,3
6,34,b,Male,nh,7
6,35,b,Male,nh,3
6,36,b,Male,nh,18
6,37,b,Male,nh,9
6,38,b,Male,nh,10
6,39,b,Male,nh,12
6,40,b,Male,nh,13
6,41,b,Male,nh,6
6,42,b,Male,nh,29
6,43,b,Male,nh,4
6,44,b,Male,nh,11
6,45,b,Male,nh,7
6,46,b,Male,nh,0
6,47,b,Male,nh,13
6,48,b,Male,nh,3
6,49,b,Male,nh,21
6,50,b,Male,nh,1
6,51,b,Male,nh,1
6,52,b,Male,nh,6
6,53,b,Male,nh,11
6,54,b,Male,nh,2
6,55,b,Male,nh,1
6,56,b,Male,nh,3
6,57,b,Male,nh,13
6,58,b,Male,nh,6
6,59,b,Male,nh,7
6,60,b,Male,nh,2
6,61,b,Male,nh,8
6,62,b,Male,nh,22
6,63,b,Male,nh,12
6,64,b,Male,nh,1
6,65,b,Male,nh,6
6,66,b,Male,nh,7
6,67,b,Male,nh,10
6,68,b,Male,nh,6
6,69,b,Male,nh,15
6,70,b,Male,nh,5
6,71,b,Male,nh,8
6,72,b,Male,nh,4
6,73,b,Male,nh,2
6,74,b,Male,nh,20
6,75,b,Male,nh,10
6,76,b,Male,nh,6
6,77,b,Male,nh,2
6,78,b,Male,nh,8
6,79,b,Male,nh,13
6,80,b,Male,nh,7
6,81,b,Male,nh,4
6,82,b,Male,nh,2
6,83,b,Male,nh,6
6,84,b,Male,nh,18
6,85,b,Male,nh,13
6,86,b,Male,nh,2
6,87,b,Male,nh,4
6,88,b,Male,nh,12
6,89,b,Male,nh,3
6,90,b,Male,nh,3
6,91,b,Male,nh,7
6,92,b,Male,nh,10
6,93,b,Male,nh,1
6,94,b,Male,nh,0
6,95,b,Male,nh,3
6,96,b,Male,nh,13
6,97,b,Male,nh,18
6,98,b,Male,nh,4
6,99,b,Male,nh,6
6,100,b,Male,nh,5
6,105,b,Male,nh,2
6,110,b,Male,nh,13
6,0,b,Female,nh,12
6,1,b,Female,nh,5
6,2,b,Female,nh,22
6,3,b,Female,nh,11
6,4,b,Female,nh,8
6,5,b,Female,nh,17
6,6,b,Female,nh,6
6,7,b,Female,nh,1
6,8,b,Female,nh,4
6,9,b,Female,nh,12
6,10,b,Female,nh,5
6,11,b,Female,nh,0
6,12,b,Female,nh,11
6,13,b,Female,nh,11
6,14,b,Female,nh,15
6,15,b,Female,nh,3
6,16,b,Female,nh,4
6,17,b,Female,nh,15
6,18,b,Female,nh,5
6,19,b,Female,nh,3
6,20,b,Female,nh,2
6,21,b,Female,nh,16
6,22,b,Female,nh,4
6,23,b,Female,nh,9
6,24,b,Female,nh,11
6,25,b,Female,nh,3
6,26,b,Female,nh,6
6,27,b,Female,nh,0
6,28,b,Female,nh,3
6,29,b,Female,nh,8
6,30,b,Female,nh,13
6,31,b,Female,nh,19
6,32,b,Female,nh,5
6,33,b,Female,nh,1
6,34,b,Female,nh,7
6,35,b,Female,nh,13
6,36,b,Female,nh,13
6,37,b,Female,nh,7
6,38,b,Female,nh,24
6,39,b,Female,nh,5
6,40,b,Female,nh,19
6,41,b,Female,nh,16
6,42,b,Female,nh,26
6,43,b,Female,nh,29
6,44,b,Female,nh,3
6,45,b,Female,nh,1
6,46,b,Female,nh,13
6,47,b,Female,nh,13
6,48,b,Female,nh,2
6,49,b,Female,nh,7
6,50,b,Female,nh,21
6,51,b,Female,nh,21
6,52,b,Female,nh,4
6,53,b,Female,nh,8
6,54,b,Female,nh,1
6,55,b,Female,nh,5
6,56,b,Female,nh,5
6,57,b,Female,nh,21
6,58,b,Female,nh,3
6,59,b,Female,nh,8
6,60,b,Female,nh,6
6,61,b,Female,nh,18
6,62,b,Female,nh,15
6,63,b,Female,nh,14
6,64,b,Female,nh,10
6,65,b,Female,nh,22
6,66,b,Female,nh,3
6,67,b,Female,nh,0
6,68,b,Female,nh,9
6,69,b,Female,nh,1
6,70,b,Female,nh,1
6,71,b,Female,nh,12
6,72,b,Female,nh,8
6,73,b,Female,nh,8
6,74,b,Female,nh,6
6,75,b,Female,nh,1
6,76,b,Female,nh,10
6,77,b,Female,nh,18
6,78,b,Female,nh,3
6,79,b,Female,nh,1
6,80,b,Female,nh,2
6,81,b,Female,nh,12
6,82,b,Female,nh,16
6,83,b,Female,nh,4
6,84,b,Female,nh,12
6,85,b,Female,nh,5
6,86,b,Female,nh,1
6,87,b,Female,nh,12
6,88,b,Female,nh,10
6,89,b,Female,nh,2
6,90,b,Female,nh,3
6,91,b,Female,nh,6
6,92,b,Female,nh,5
6,93,b,Female,nh,5
6,94,b,Female,nh,7
6,95,b,Female,nh,2
6,96,b,Female,nh,6
6,97,b,Female,nh,14
6,98,b,Female,nh,10
6,99,b,Female,nh,18
6,100,b,Female,nh,10
6,105,b,Female,nh,10
6,110,b,Female,nh,9
6,0,b,Male,nh,4
6,1,b,Male,nh,4
6,2,b,Male,nh,4
6,3,b,Male,nh,25
6,4,b,Male,nh,9
6,5,b,Male,nh,2
6,6,b,Male,nh,10
6,7,b,Male,nh,5
6,8,b,Male,nh,6
6,9,b,Male,nh,7
6,10,b,Male,nh,8
6,11,b,Male,nh,1
6,12,b,Male,nh,5
6,13,b,Male,nh,10
6,14,b,Male,nh,7
6,15,b,Male,nh,4
6,16,b,Male,nh,18
6,17,b,Male,nh,5
6,18,b,Male,nh,5
6,19,b,Male,nh,0
6,20,b,Male,nh,6
6,21,b,Male,nh,6
6,22,b,Male,nh,10
6,23,b,Male,nh,5
6,24,b,Male,nh,7
6,25,b,Male,nh,7
6,26,b,Male,nh,13
6,27,b,Male,nh,5
6,28,b,Male,nh,3
6,29,b,Male,nh,19
6,30,b,Male,nh,6
6,31,b,Male,nh,7
6,32,b,Male,nh,3
6,33,b,Male,nh,11
6,34,b,Male,nh,4
6,35,b,Male,nh,0
6,36,b,Male,nh,12
6,37,b,Male,nh,2
6,38,b,Male,nh,11
6,39,b,Male,nh,2
6,40,b,Male,nh,3
6,41,b,Male,nh,4
6,42,b,Male,nh,24
6,43,b,Male,nh,12
6,44,b,Male,nh,2
6,45,b,Male,nh,3
6,46,b,Male,nh,4
6,47,b,Male,nh,1
6,48,b,Male,nh,11
6,49,b,Male,nh,8
6,50,b,Male,nh,13
6,51,b,Male,nh,7
6,52,b,Male,nh,23
6,53,b,Male,nh,3
6,54,b,Male,nh,7
6,55,b,Male,nh,9
6,56,b,Male,nh,2
6,57,b,Male,nh,13
6,58,b,Male,nh,3
6,59,b,Male,nh,1
6,60,b,Male,nh,0
6,61,b,Male,nh,2
6,62,b,Male,nh,4
6,63,b,Male,nh,13
6,64,b,Male,nh,2
6,65,b,Male,nh,18
6,66,b,Male,nh,14
6,67,b,Male,nh,14
6,68,b,Male,nh,4
6,69,b,Male,nh,11
6,70,b,Male,nh,1
6,71,b,Male,nh,6
6,72,b,Male,nh,14
6,73,b,Male,nh,2
6,74,b,Male,nh,5
6,75,b,Male,nh,11
6,76,b,Male,nh,15
6,77,b,Male,nh,15
6,78,b,Male,nh,15
6,79,b,Male,nh,11
6,80,b,Male,nh,12
6,81,b,Male,nh,8
6,82,b,Male,nh,1
6,83,b,Male,nh,21
6,84,b,Male,nh,12
6,85,b,Male,nh,13
6,86,b,Male,nh,2
6,87,b,Male,nh,0
6,88,b,Male,nh,9
6,89,b,Male,nh,4
6,90,b,Male,nh,14
6,91,b,Male,nh,14
6,92,b,Male,nh,4
6,93,b,Male,nh,7
6,94,b,Male,nh,8
6,95,b,Male,nh,3
6,96,b,Male,nh,8
6,97,b,Male,nh,8
6,98,b,Male,nh,10
6,99,b,Male,nh,13
6,100,b,Male,nh,10
6,105,b,Male,nh,0
6,110,b,Male,nh,3
6,0,b,Female,nh,9
6,1,b,Female,nh,9
6,2,b,Female,nh,6
6,3,b,Female,nh,3
6,4,b,Female,nh,14
6,5,b,Female,nh,5
6,6,b,Female,nh,4
6,7,b,Female,nh,9
6,8,b,Female,nh,2
6,9,b,Female,nh,12
6,10,b,Female,nh,3
6,11,b,Female,nh,12
6,12,b,Female,nh,1
6,13,b,Female,nh,5
6,14,b,Female,nh,8
6,15,b,Female,nh,4
6,16,b,Female,nh,22
6,17,b,Female,nh,16
6,18,b,Female,nh,12
6,19,b,Female,nh,3
6,20,b,Female,nh,4
6,21,b,Female,nh,4
6,22,b,Female,nh,7
6,23,b,Female,nh,21
6,24,b,Female,nh,7
6,25,b,Female,nh,6
6,26,b,Female,nh,11
6,27,b,Female,nh,1
6,28,b,Female,nh,2
6,29,b,Female,nh,10
6,30,b,Female,nh,11
6,31,b,Female,nh,9
6,32,b,Female,nh,2
6,33,b,Female,nh,1
6,34,b,Female,nh,4
6,35,b,Female,nh,10
6,36,b,Female,nh,2
6,37,b,Female,nh,4
6,38,b,Female,nh,3
6,39,b,Female,nh,24
6,40,b,Female,nh,2
6,41,b,Female,nh,9
6,42,b,Female,nh,22
6,43,b,Female,nh,6
6,44,b,Female,nh,2
6,45,b,Female,nh,7
6,46,b,Female,nh,7
6,47,b,Female,nh,6
6,48,b,Female,nh,7
6,49,b,Female,nh,3
6,50,b,Female,nh,2
6,51,b,Female,nh,12
6,52,b,Female,nh,0
6,53,b,Female,nh,1
6,54,b,Female,nh,1
6,55,b,Female,nh,7
6,56,b,Female,nh,2
6,57,b,Female,nh,10
6,58,b,Female,nh,8
6,59,b,Female,nh,3
6,60,b,Female,nh,1
6,61,b,Female,nh,4
6,62,b,Female,nh,10
6,63,b,Female,nh,16
6,64,b,Female,nh,15
6,65,b,Female,nh,13
6,66,b,Female,nh,22
6,67,b,Female,nh,6
6,68,b,Female,nh,12
6,69,b,Female,nh,3
6,70,b,Female,nh,2
6,71,b,Female,nh,3
6,72,b,Female,nh,5
6,73,b,Female,nh,4
6,74,b,Female,nh,10
6,75,b,Female,nh,3
6,76,b,Female,nh,2
6,77,b,Female,nh,3
6,78,b,Female,nh,3
6,79,b,Female,nh,3
6,80,b,Female,nh,9
6,81,b,Female,nh,12
6,82,b,Female,nh,13
6,83,b,Female,nh,21
6,84,b,Female,nh,0
6,85,b,Female,nh,3
6,86,b,Female,nh,0
6,87,b,Female,nh,1
6,88,b,Female,nh,9
6,89,b,Female,nh,4
6,90,b,Female,nh,14
6,91,b,Female,nh,19
6,92,b,Female,nh,5
6,93,b,Female,nh,1
6,94,b,Female,nh,1
6,95,b,Female,nh,16
6,96,b,Female,nh,13
6,97,b,Female,nh,10
6,98,b,Female,nh,16
6,99,b,Female,nh,6
6,100,b,Female,nh,0
6,105,b,Female,nh,11
6,110,b,Female,nh,0
7,0,b,Male,nh,12
7,1,b,Male,nh,6
7,2,b,Male,nh,4
7,3,b,Male,nh,16
7,4,b,Male,nh,19
7,5,b,Male,nh,6
7,6,b,Male,nh,6
7,7,b,Male,nh,4
7,8,b,Male,nh,13
7,9,b,Male,nh,25
7,10,b,Male,nh,36
7,11,b,Male,nh,34
7,12,b,Male,nh,4
7,13,b,Male,nh,13
7,14,b,Male,nh,46
7,15,b,Male,nh,32
7,16,b,Male,nh,21
7,17,b,Male,nh,23
7,18,b,Male,nh,27
7,19,b,Male,nh,30
7,20,b,Male,nh,23
7,21,b,Male,nh,29
7,22,b,Male,nh,10
7,23,b,Male,nh,7
7,24,b,Male,nh,6
7,25,b,Male,nh,36
7,26,b,Male,nh,14
7,27,b,Male,nh,3
7,28,b,Male,nh,25
7,29,b,Male,nh,1
7,30,b,Male,nh,13
7,31,b,Male,nh,13
7,32,b,Male,nh,6
7,33,b,Male,nh,2
7,34,b,Male,nh,23
7,35,b,Male,nh,21
7,36,b,Male,nh,0
7,37,b,Male,nh,21
7,38,b,Male,nh,1
7,39,b,Male,nh,24
7,40,b,Male,nh,32
7,41,b,Male,nh,22
7,42,b,Male,nh,26
7,43,b,Male,nh,31
7,44,b,Male,nh,13
7,45,b,Male,nh,31
7,46,b,Male,nh,30
7,47,b,Male,nh,36
7,48,b,Male,nh,45
7,49,b,Male,nh,30
7,50,b,Male,nh,50
7,51,b,Male,nh,27
7,52,b,Male,nh,17
7,53,b,Male,nh,31
7,54,b,Male,nh,8
7,55,b,Male,nh,24
7,56,b,Male,nh,28
7,57,b,Male,nh,12
7,58,b,Male,nh,20
7,59,b,Male,nh,13
7,60,b,Male,nh,19
7,61,b,Male,nh,30
7,62,b,Male,nh,18
7,63,b,Male,nh,15
7,64,b,Male,nh,4
7,65,b,Male,nh,40
7,66,b,Male,nh,17
7,67,b,Male,nh,24
7,68,b,Male,nh,9
7,69,b,Male,nh,25
7,70,b,Male,nh,10
7,71,b,Male,nh,22
7,72,b,Male,nh,19
7,73,b,Male,nh,4
7,74,b,Male,nh,5
7,75,b,Male,nh,16
7,76,b,Male,nh,8
7,77,b,Male,nh,5
7,78,b,Male,nh,10
7,79,b,Male,nh,26
7,80,b,Male,nh,6
7,81,b,Male,nh,21
7,82,b,Male,nh,13
7,83,b,Male,nh,9
7,84,b,Male,nh,8
7,85,b,Male,nh,11
7,86,b,Male,nh,5
7,87,b,Male,nh,8
7,88,b,Male,nh,4
7,89,b,Male,nh,14
7,90,b,Male,nh,10
7,91,b,Male,nh,20
7,92,b,Male,nh,6
7,93,b,Male,nh,3
7,94,b,Male,nh,16
7,95,b,Male,nh,5
7,96,b,Male,nh,27
7,97,b,Male,nh,4
7,98,b,Male,nh,4
7,99,b,Male,nh,5
7,100,b,Male,nh,4
7,105,b,Male,nh,3
7,110,b,Male,nh,11
7,0,b,Female,nh,21
7,1,b,Female,nh,8
7,2,b,Female,nh,23
7,3,b,Female,nh,17
7,4,b,Female,nh,16
7,5,b,Female,nh,7
7,6,b,Female,nh,31
7,7,b,Female,nh,19
7,8,b,Female,nh,8
7,9,b,Female,nh,12
7,10,b,Female,nh,17
7,11,b,Female,nh,15
7,12,b,Female,nh,34
7,13,b,Female,nh,6
7,14,b,Female,nh,15
7,15,b,Female,nh,19
7,16,b,Female,nh,10
7,17,b,Female,nh,27
7,18,b,Female,nh,3
7,19,b,Female,nh,25
7,20,b,Female,nh,17
7,21,b,Female,nh,38
7,22,b,Female,nh,2
7,23,b,Female,nh,4
7,24,b,Female,nh,6
7,25,b,Female,nh,30
7,26,b,Female,nh,12
7,27,b,Female,nh,15
7,28,b,Female,nh,17
7,29,b,Female,nh,6
7,30,b,Female,nh,31
7,31,b,Female,nh,8
7,32,b,Female,nh,5
7,33,b,Female,nh,11
7,34,b,Female,nh,15
7,35,b,Female,nh,1
7,36,b,Female,nh,25
7,37,b,Female,nh,9
7,38,b,Female,nh,0
7,39,b,Female,nh,21
7,40,b,Female,nh,35
7,41,b,Female,nh,14
7,42,b,Female,nh,23
7,43,b,Female,nh,30
7,44,b,Female,nh,32
7,45,b,Female,nh,28
7,46,b,Female,nh,32
7,47,b,Female,nh,31
7,48,b,Female,nh,44
7,49,b,Female,nh,22
7,50,b,Female,nh,22
7,51,b,Female,nh,31
7,52,b,Female,nh,14
7,53,b,Female,nh,44
7,54,b,Female,nh,19
7,55,b,Female,nh,45
7,56,b,Female,nh,35
7,57,b,Female,nh,16
7,58,b,Female,nh,12
7,59,b,Female,nh,26
7,60,b,Female,nh,25
7,61,b,Female,nh,21
7,62,b,Female,nh,22
7,63,b,Female,nh,29
7,64,b,Female,nh,10
7,65,b,Female,nh,40
7,66,b,Female,nh,29
7,67,b,Female,nh,34
7,68,b,Female,nh,23
7,69,b,Female,nh,2
7,70,b,Female,nh,5
7,71,b,Female,nh,1
7,72,b,Female,nh,24
7,73,b,Female,nh,25
7,74,b,Female,nh,12
7,75,b,Female,nh,26
7,76,b,Female,nh,22
7,77,b,Female,nh,24
7,78,b,Female,nh,9
7,79,b,Female,nh,10
7,80,b,Female,nh,18
7,81,b,Female,nh,18
7,82,b,Female,nh,1
7,83,b,Female,nh,0
7,84,b,Female,nh,4
7,85,b,Female,nh,6
7,86,b,Female,nh,13
7,87,b,Female,nh,8
7,88,b,Female,nh,5
7,89,b,Female,nh,2
7,90,b,Female,nh,2
7,91,b,Female,nh,21
7,92,b,Female,nh,11
7,93,b,Female,nh,5
7,94,b,Female,nh,7
7,95,b,Female,nh,3
7,96,b,Female,nh,1
7,97,b,Female,nh,7
7,98,b,Female,nh,2
7,99,b,Female,nh,1
7,100,b,Female,nh,7
7,105,b,Female,nh,6
7,110,b,Female,nh,8
7,0,b,Male,nh,0
7,1,b,Male,nh,1
7,2,b,Male,nh,15
7,3,b,Male,nh,15
7,4,b,Male,nh,11
7,5,b,Male,nh,1
7,6,b,Male,nh,13
7,7,b,Male,nh,29
7,8,b,Male,nh,8
7,9,b,Male,nh,3
7,10,b,Male,nh,2
7,11,b,Male,nh,6
7,12,b,Male,nh,5
7,13,b,Male,nh,24
7,14,b,Male,nh,5
7,15,b,Male,nh,15
7,16,b,Male,nh,2
7,17,b,Male,nh,1
7,18,b,Male,nh,3
7,19,b,Male,nh,21
7,20,b,Male,nh,17
7,21,b,Male,nh,5
7,22,b,Male,nh,16
7,23,b,Male,nh,6
7,24,b,Male,nh,6
7,25,b,Male,nh,16
7,26,b,Male,nh,10
7,27,b,Male,nh,5
7,28,b,Male,nh,2
7,29,b,Male,nh,3
7,30,b,Male,nh,13
7,31,b,Male,nh,7
7,32,b,Male,nh,7
7,33,b,Male,nh,9
7,34,b,Male,nh,3
7,35,b,Male,nh,11
7,36,b,Male,nh,13
7,37,b,Male,nh,19
7,38,b,Male,nh,6
7,39,b,Male,nh,6
7,40,b,Male,nh,5
7,41,b,Male,nh,3
7,42,b,Male,nh,10
7,43,b,Male,nh,15
7,44,b,Male,nh,7
7,45,b,Male,nh,2
7,46,b,Male,nh,5
7,47,b,Male,nh,2
7,48,b,Male,nh,4
7,49,b,Male,nh,13
7,50,b,Male,nh,6
7,51,b,Male,nh,1
7,52,b,Male,nh,7
7,53,b,Male,nh,13
7,54,b,Male,nh,3
7,55,b,Male,nh,5
7,56,b,Male,nh,11
7,57,b,Male,nh,11
7,58,b,Male,nh,14
7,59,b,Male,nh,3
7,60,b,Male,nh,1
7,61,b,Male,nh,44
7,62,b,Male,nh,25
7,63,b,Male,nh,15
7,64,b,Male,nh,16
7,65,b,Male,nh,3
7,66,b,Male,nh,24
7,67,b,Male,nh,2
7,68,b,Male,nh,2
7,69,b,Male,nh,17
7,70,b,Male,nh,1
7,71,b,Male,nh,6
7,72,b,Male,nh,11
7,73,b,Male,nh,21
7,74,b,Male,nh,7
7,75,b,Male,nh,6
7,76,b,Male,nh,4
7,77,b,Male,nh,12
7,78,b,Male,nh,10
7,79,b,Male,nh,5
7,80,b,Male,nh,0
7,81,b,Male,nh,0
7,82,b,Male,nh,8
7,83,b,Male,nh,9
7,84,b,Male,nh,2
7,85,b,Male,nh,5
7,86,b,Male,nh,7
7,87,b,Male,nh,3
7,88,b,Male,nh,13
7,89,b,Male,nh,18
7,90,b,Male,nh,1
7,91,b,Male,nh,0
7,92,b,Male,nh,7
7,93,b,Male,nh,2
7,94,b,Male,nh,7
7,95,b,Male,nh,3
7,96,b,Male,nh,3
7,97,b,Male,nh,17
7,98,b,Male,nh,12
7,99,b,Male,nh,14
7,100,b,Male,nh,6
7,105,b,Male,nh,0
7,110,b,Male,nh,3
7,0,b,Female,nh,18
7,1,b,Female,nh,3
7,2,b,Female,nh,21
7,3,b,Female,nh,14
7,4,b,Female,nh,7
7,5,b,Female,nh,27
7,6,b,Female,nh,10
7,7,b,Female,nh,12
7,8,b,Female,nh,2
7,9,b,Female,nh,0
7,10,b,Female,nh,5
7,11,b,Female,nh,14
7,12,b,Female,nh,8
7,13,b,Female,nh,10
7,14,b,Female,nh,5
7,15,b,Female,nh,17
7,16,b,Female,nh,12
7,17,b,Female,nh,1
7,18,b,Female,nh,23
7,19,b,Female,nh,1
7,20,b,Female,nh,14
7,21,b,Female,nh,25
7,22,b,Female,nh,4
7,23,b,Female,nh,18
7,24,b,Female,nh,4
7,25,b,Female,nh,6
7,26,b,Female,nh,4
7,27,b,Female,nh,3
7,28,b,Female,nh,4
7,29,b,Female,nh,12
7,30,b,Female,nh,5
7,31,b,Female,nh,5
7,32,b,Female,nh,9
7,33,b,Female,nh,14
7,34,b,Female,nh,2
7,35,b,Female,nh,1
7,36,b,Female,nh,1
7,37,b,Female,nh,2
7,38,b,Female,nh,0
7,39,b,Female,nh,2
7,40,b,Female,nh,3
7,41,b,Female,nh,3
7,42,b,Female,nh,5
7,43,b,Female,nh,1
7,44,b,Female,nh,18
7,45,b,Female,nh,5
7,46,b,Female,nh,6
7,47,b,Female,nh,9
7,48,b,Female,nh,0
7,49,b,Female,nh,6
7,50,b,Female,nh,10
7,51,b,Female,nh,5
7,52,b,Female,nh,10
7,53,b,Female,nh,7
7,54,b,Female,nh,7
7,55,b,Female,nh,14
7,56,b,Female,nh,11
7,57,b,Female,nh,5
7,58,b,Female,nh,28
7,59,b,Female,nh,6
7,60,b,Female,nh,14
7,61,b,Female,nh,11
7,62,b,Female,nh,1
7,63,b,Female,nh,6
7,64,b,Female,nh,7
7,65,b,Female,nh,11
7,66,b,Female,nh,7
7,67,b,Female,nh,6
7,68,b,Female,nh,1
7,69,b,Female,nh,7
7,70,b,Female,nh,6
7,71,b,Female,nh,3
7,72,b,Female,nh,4
7,73,b,Female,nh,1
7,74,b,Female,nh,8
7,75,b,Female,nh,8
7,76,b,Female,nh,9
7,77,b,Female,nh,4
7,78,b,Female,nh,3
7,79,b,Female,nh,10
7,80,b,Female,nh,21
7,81,b,Female,nh,3
7,82,b,Female,nh,8
7,83,b,Female,nh,0
7,84,b,Female,nh,11
7,85,b,Female,nh,12
7,86,b,Female,nh,6
7,87,b,Female,nh,8
7,88,b,Female,nh,0
7,89,b,Female,nh,20
7,90,b,Female,nh,4
7,91,b,Female,nh,12
7,92,b,Female,nh,1
7,93,b,Female,nh,10
7,94,b,Female,nh,0
7,95,b,Female,nh,4
7,96,b,Female,nh,5
7,97,b,Female,nh,3
7,98,b,Female,nh,23
7,99,b,Female,nh,10
7,100,b,Female,nh,9
7,105,b,Female,nh,11
7,110,b,Female,nh,16
7,0,b,Male,nh,13
7,1,b,Male,nh,11
7,2,b,Male,nh,2
7,3,b,Male,nh,2
7,4,b,Male,nh,18
7,5,b,Male,nh,20
7,6,b,Male,nh,32
7,7,b,Male,nh,19
7,8,b,Male,nh,5
7,9,b,Male,nh,2
7,10,b,Male,nh,13
7,11,b,Male,nh,2
7,12,b,Male,nh,8
7,13,b,Male,nh,4
7,14,b,Male,nh,4
7,15,b,Male,nh,17
7,16,b,Male,nh,7
7,17,b,Male,nh,5
7,18,b,Male,nh,13
7,19,b,Male,nh,6
7,20,b,Male,nh,23
7,21,b,Male,nh,6
7,22,b,Male,nh,6
7,23,b,Male,nh,9
7,24,b,Male,nh,6
7,25,b,Male,nh,14
7,26,b,Male,nh,3
7,27,b,Male,nh,1
7,28,b,Male,nh,10
7,29,b,Male,nh,8
7,30,b,Male,nh,5
7,31,b,Male,nh,0
7,32,b,Male,nh,8
7,33,b,Male,nh,13
7,34,b,Male,nh,4
7,35,b,Male,nh,19
7,36,b,Male,nh,0
7,37,b,Male,nh,15
7,38,b,Male,nh,1
7,39,b,Male,nh,8
7,40,b,Male,nh,12
7,41,b,Male,nh,1
7,42,b,Male,nh,2
7,43,b,Male,nh,7
7,44,b,Male,nh,5
7,45,b,Male,nh,4
7,46,b,Male,nh,3
7,47,b,Male,nh,4
7,48,b,Male,nh,0
7,49,b,Male,nh,4
7,50,b,Male,nh,11
7,51,b,Male,nh,3
7,52,b,Male,nh,11
7,53,b,Male,nh,10
7,54,b,Male,nh,5
7,55,b,Male,nh,11
7,56,b,Male,nh,10
7,57,b,Male,nh,3
7,58,b,Male,nh,10
7,59,b,Male,nh,2
7,60,b,Male,nh,1
7,61,b,Male,nh,16
7,62,b,Male,nh,2
7,63,b,Male,nh,1
7,64,b,Male,nh,2
7,65,b,Male,nh,14
7,66,b,Male,nh,8
7,67,b,Male,nh,3
7,68,b,Male,nh,7
7,69,b,Male,nh,18
7,70,b,Male,nh,5
7,71,b,Male,nh,5
7,72,b,Male,nh,10
7,73,b,Male,nh,4
7,74,b,Male,nh,6
7,75,b,Male,nh,7
7,76,b,Male,nh,2
7,77,b,Male,nh,0
7,78,b,Male,nh,7
7,79,b,Male,nh,8
7,80,b,Male,nh,8
7,81,b,Male,nh,2
7,82,b,Male,nh,12
7,83,b,Male,nh,4
7,84,b,Male,nh,1
7,85,b,Male,nh,6
7,86,b,Male,nh,10
7,87,b,Male,nh,17
7,88,b,Male,nh,14
7,89,b,Male,nh,5
7,90,b,Male,nh,1
7,91,b,Male,nh,13
7,92,b,Male,nh,24
7,93,b,Male,nh,3
7,94,b,Male,nh,5
7,95,b,Male,nh,8
7,96,b,Male,nh,18
7,97,b,Male,nh,17
7,98,b,Male,nh,16
7,99,b,Male,nh,12
7,100,b,Male,nh,4
7,105,b,Male,nh,12
7,110,b,Male,nh,7
7,0,b,Female,nh,0
7,1,b,Female,nh,6
7,2,b,Female,nh,19
7,3,b,Female,nh,3
7,4,b,Female,nh,9
7,5,b,Female,nh,10
7,6,b,Female,nh,4
7,7,b,Female,nh,1
7,8,b,Female,nh,6
7,9,b,Female,nh,4
7,10,b,Female,nh,4
7,11,b,Female,nh,4
7,12,b,Female,nh,4
7,13,b,Female,nh,21
7,14,b,Female,nh,15
7,15,b,Female,nh,20
7,16,b,Female,nh,11
7,17,b,Female,nh,0
7,18,b,Female,nh,13
7,19,b,Female,nh,7
7,20,b,Female,nh,3
7,21,b,Female,nh,6
7,22,b,Female,nh,6
7,23,b,Female,nh,0
7,24,b,Female,nh,8
7,25,b,Female,nh,20
7,26,b,Female,nh,14
7,27,b,Female,nh,3
7,28,b,Female,nh,0
7,29,b,Female,nh,20
7,30,b,Female,nh,10
7,31,b,Female,nh,4
7,32,b,Female,nh,7
7,33,b,Female,nh,31
7,34,b,Female,nh,2
7,35,b,Female,nh,11
7,36,b,Female,nh,15
7,37,b,Female,nh,3
7,38,b,Female,nh,2
